2025-06-17 19:21:22
density=1,type_number=20,gamma=1,w_std=2,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
0.1,1.0,0.116
0.2,1.0,0.202
0.3,1.0,0.282
0.4,1.0,0.334
0.5,1.0,0.406
0.6,1.0,0.444
0.7,1.0,0.52
0.8,1.0,0.545
0.9,1.0,0.56
1,1.0,0.603
2025-06-17 19:43:25
density=1,type_number=20,gamma=1,w_std=0.5,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
0.1,1.0,0.104
0.2,1.0,0.183
0.3,1.0,0.273
0.4,1.0,0.335
0.5,1.0,0.367
0.6,1.0,0.428
0.7,1.0,0.508
0.8,1.0,0.526
0.9,1.0,0.547
1,1.0,0.558
2025-06-17 19:44:02
density=1,type_number=20,gamma=1,w_std=1,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
0.1,1.0,0.115
0.2,1.0,0.202
0.3,1.0,0.297
0.4,1.0,0.35
0.5,1.0,0.395
0.6,1.0,0.436
0.7,1.0,0.486
0.8,1.0,0.53
0.9,1.0,0.551
1,1.0,0.601
2025-06-17 19:44:38
density=1,type_number=20,gamma=1,w_std=1.5,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
0.1,1.0,0.106
0.2,1.0,0.212
0.3,1.0,0.288
0.4,1.0,0.371
0.5,1.0,0.411
0.6,1.0,0.462
0.7,1.0,0.483
0.8,1.0,0.526
0.9,1.0,0.571
1,1.0,0.6
2025-06-17 19:55:34
density=1,type_number=20,gamma=1,w_std=0.5,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.558
2,1.0,0.663
3,1.0,0.678
4,1.0,0.686
5,1.0,0.658
6,1.0,0.652
7,1.0,0.681
8,1.0,0.672
9,1.0,0.661
10,1.0,0.69
2025-06-17 19:56:11
density=1,type_number=20,gamma=1,w_std=1,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.631
2,1.0,0.643
3,1.0,0.677
4,1.0,0.682
5,1.0,0.672
6,1.0,0.69
7,1.0,0.727
8,1.0,0.709
9,1.0,0.69
10,1.0,0.683
2025-06-17 19:56:48
density=1,type_number=20,gamma=1,w_std=1.5,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.58
2,1.0,0.658
3,1.0,0.675
4,1.0,0.711
5,1.0,0.687
6,1.0,0.675
7,1.0,0.694
8,1.0,0.688
9,1.0,0.677
10,1.0,0.702
2025-06-17 19:59:45
density=1,type_number=20,gamma=1,w_std=2,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.586
2,1.0,0.678
3,1.0,0.71
4,1.0,0.687
5,1.0,0.69
6,1.0,0.709
7,1.0,0.725
8,1.0,0.705
9,1.0,0.699
10,1.0,0.72
2025-06-17 20:11:58
density=1,type_number=20,gamma=1,w_std=3,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.586
2,1.0,0.66
3,1.0,0.684
4,1.0,0.685
5,1.0,0.676
6,1.0,0.692
7,1.0,0.694
8,1.0,0.709
9,1.0,0.718
10,1.0,0.71
2025-06-17 20:12:35
density=1,type_number=20,gamma=1,w_std=5,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.599
2,1.0,0.702
3,1.0,0.666
4,1.0,0.703
5,1.0,0.694
6,1.0,0.706
7,1.0,0.735
8,1.0,0.706
9,1.0,0.693
10,1.0,0.69
2025-06-17 20:22:51
density=1,type_number=20,gamma=1,w_std=0.5,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
0.1,1.0,0.109
0.2,1.0,0.173
0.3,1.0,0.288
0.4,1.0,0.335
0.5,1.0,0.388
0.6,1.0,0.435
0.7,1.0,0.472
0.8,1.0,0.496
0.9,1.0,0.537
1,1.0,0.584
2025-06-17 20:23:28
density=1,type_number=20,gamma=1,w_std=1,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
0.1,1.0,0.107
0.2,1.0,0.209
0.3,1.0,0.271
0.4,1.0,0.343
0.5,1.0,0.372
0.6,1.0,0.459
0.7,1.0,0.505
0.8,1.0,0.513
0.9,1.0,0.576
1,1.0,0.606
2025-06-17 20:24:05
density=1,type_number=20,gamma=1,w_std=3,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
0.1,1.0,0.125
0.2,1.0,0.209
0.3,1.0,0.283
0.4,1.0,0.363
0.5,1.0,0.427
0.6,1.0,0.471
0.7,1.0,0.504
0.8,1.0,0.551
0.9,1.0,0.571
1,1.0,0.594
2025-06-17 20:24:40
density=1,type_number=20,gamma=1,w_std=5,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
0.1,1.0,0.101
0.2,1.0,0.221
0.3,1.0,0.288
0.4,1.0,0.345
0.5,1.0,0.437
0.6,1.0,0.458
0.7,1.0,0.516
0.8,1.0,0.555
0.9,1.0,0.597
1,1.0,0.613
2025-06-17 20:44:14
density=1,type_number=20,gamma=1,w_std=5,r_min=0,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.641
2,1.0,0.716
3,1.0,0.691
4,1.0,0.686
5,1.0,0.684
6,1.0,0.697
7,1.0,0.701
8,1.0,0.725
9,1.0,0.716
10,1.0,0.73
2025-06-17 20:44:50
density=1,type_number=20,gamma=1,w_std=5,r_min=0.3,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.6
2,1.0,0.667
3,1.0,0.698
4,1.0,0.672
5,1.0,0.685
6,1.0,0.696
7,1.0,0.685
8,1.0,0.687
9,1.0,0.709
10,1.0,0.696
2025-06-17 20:45:27
density=1,type_number=20,gamma=1,w_std=5,r_min=0.6,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.603
2,1.0,0.686
3,1.0,0.687
4,1.0,0.688
5,1.0,0.695
6,1.0,0.691
7,1.0,0.674
8,1.0,0.695
9,1.0,0.682
10,1.0,0.682
2025-06-17 20:46:03
density=1,type_number=20,gamma=1,w_std=5,r_min=0.9,dist_hyperpara=10,dist_type=geo_new
gamma OFF SAM
1,1.0,0.608
2,1.0,0.662
3,1.0,0.679
4,1.0,0.697
5,1.0,0.68
6,1.0,0.694
7,1.0,0.688
8,1.0,0.686
9,1.0,0.684
10,1.0,0.69
