2025-06-17 19:47:25
density=1,type_number=20,gamma=1,w_std=0.5,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
0.1,1.0,0.114
0.2,1.0,0.215
0.3,1.0,0.271
0.4,1.0,0.377
0.5,1.0,0.408
0.6,1.0,0.462
0.7,1.0,0.534
0.8,1.0,0.564
0.9,1.0,0.602
1,1.0,0.648
2025-06-17 19:47:52
density=1,type_number=20,gamma=1,w_std=1,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
0.1,1.0,0.107
0.2,1.0,0.224
0.3,1.0,0.288
0.4,1.0,0.356
0.5,1.0,0.433
0.6,1.0,0.481
0.7,1.0,0.531
0.8,1.0,0.565
0.9,1.0,0.616
1,1.0,0.672
2025-06-17 19:48:20
density=1,type_number=20,gamma=1,w_std=1.5,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
0.1,1.0,0.114
0.2,1.0,0.213
0.3,1.0,0.273
0.4,1.0,0.365
0.5,1.0,0.414
0.6,1.0,0.515
0.7,1.0,0.528
0.8,1.0,0.583
0.9,1.0,0.636
1,1.0,0.672
2025-06-17 19:48:47
density=1,type_number=20,gamma=1,w_std=2,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
0.1,1.0,0.105
0.2,1.0,0.219
0.3,1.0,0.283
0.4,1.0,0.359
0.5,1.0,0.429
0.6,1.0,0.495
0.7,1.0,0.544
0.8,1.0,0.604
0.9,1.0,0.646
1,1.0,0.668
2025-06-17 20:00:12
density=1,type_number=20,gamma=1,w_std=0.5,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.67
2,1.0,0.731
3,1.0,0.738
4,1.0,0.748
5,1.0,0.744
6,1.0,0.75
7,1.0,0.738
8,1.0,0.765
9,1.0,0.758
10,1.0,0.754
2025-06-17 20:00:39
density=1,type_number=20,gamma=1,w_std=1,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.678
2,1.0,0.756
3,1.0,0.758
4,1.0,0.765
5,1.0,0.79
6,1.0,0.776
7,1.0,0.766
8,1.0,0.772
9,1.0,0.787
10,1.0,0.789
2025-06-17 20:01:06
density=1,type_number=20,gamma=1,w_std=1.5,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.666
2,1.0,0.739
3,1.0,0.763
4,1.0,0.783
5,1.0,0.782
6,1.0,0.784
7,1.0,0.786
8,1.0,0.793
9,1.0,0.784
10,1.0,0.783
2025-06-17 20:01:33
density=1,type_number=20,gamma=1,w_std=2,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.668
2,1.0,0.751
3,1.0,0.782
4,1.0,0.789
5,1.0,0.781
6,1.0,0.777
7,1.0,0.785
8,1.0,0.792
9,1.0,0.784
10,1.0,0.767
2025-06-17 20:13:02
density=1,type_number=20,gamma=1,w_std=3,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.693
2,1.0,0.77
3,1.0,0.784
4,1.0,0.775
5,1.0,0.782
6,1.0,0.79
7,1.0,0.798
8,1.0,0.796
9,1.0,0.788
10,1.0,0.787
2025-06-17 20:13:29
density=1,type_number=20,gamma=1,w_std=5,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.701
2,1.0,0.759
3,1.0,0.783
4,1.0,0.8
5,1.0,0.791
6,1.0,0.786
7,1.0,0.793
8,1.0,0.79
9,1.0,0.79
10,1.0,0.79
2025-06-17 20:25:09
density=1,type_number=20,gamma=1,w_std=0.5,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
0.1,1.0,0.121
0.2,1.0,0.187
0.3,1.0,0.27
0.4,1.0,0.353
0.5,1.0,0.411
0.6,1.0,0.468
0.7,1.0,0.509
0.8,1.0,0.537
0.9,1.0,0.611
1,1.0,0.632
2025-06-17 20:25:37
density=1,type_number=20,gamma=1,w_std=1,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
0.1,1.0,0.116
0.2,1.0,0.197
0.3,1.0,0.276
0.4,1.0,0.368
0.5,1.0,0.445
0.6,1.0,0.502
0.7,1.0,0.548
0.8,1.0,0.582
0.9,1.0,0.599
1,1.0,0.68
2025-06-17 20:26:04
density=1,type_number=20,gamma=1,w_std=3,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
0.1,1.0,0.11
0.2,1.0,0.203
0.3,1.0,0.326
0.4,1.0,0.363
0.5,1.0,0.421
0.6,1.0,0.5
0.7,1.0,0.563
0.8,1.0,0.594
0.9,1.0,0.647
1,1.0,0.678
2025-06-17 20:26:32
density=1,type_number=20,gamma=1,w_std=5,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
0.1,1.0,0.123
0.2,1.0,0.237
0.3,1.0,0.282
0.4,1.0,0.381
0.5,1.0,0.435
0.6,1.0,0.513
0.7,1.0,0.546
0.8,1.0,0.601
0.9,1.0,0.642
1,1.0,0.686
2025-06-17 20:46:29
density=1,type_number=20,gamma=1,w_std=5,r_min=0,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.674
2,1.0,0.758
3,1.0,0.786
4,1.0,0.794
5,1.0,0.788
6,1.0,0.786
7,1.0,0.803
8,1.0,0.8
9,1.0,0.785
10,1.0,0.804
2025-06-17 20:46:57
density=1,type_number=20,gamma=1,w_std=5,r_min=0.3,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.656
2,1.0,0.7
3,1.0,0.712
4,1.0,0.717
5,1.0,0.739
6,1.0,0.721
7,1.0,0.712
8,1.0,0.732
9,1.0,0.728
10,1.0,0.732
2025-06-17 20:47:26
density=1,type_number=20,gamma=1,w_std=5,r_min=0.6,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.664
2,1.0,0.684
3,1.0,0.7
4,1.0,0.698
5,1.0,0.718
6,1.0,0.715
7,1.0,0.723
8,1.0,0.719
9,1.0,0.72
10,1.0,0.716
2025-06-17 20:47:56
density=1,type_number=20,gamma=1,w_std=5,r_min=0.9,dist_hyperpara=10,dist_type=uni_fix_b
gamma OFF SAM
1,1.0,0.676
2,1.0,0.702
3,1.0,0.707
4,1.0,0.717
5,1.0,0.721
6,1.0,0.721
7,1.0,0.734
8,1.0,0.731
9,1.0,0.723
10,1.0,0.733
